EmpID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,AgeGroup,SalarySlab
RM1417,38,No,Travel_Rarely,Sales,1,Life Sciences,4,Male,Sales Executive,2,Married,4440,7636,0,No,15,3,1,16,3,3,15,13,5,36-45,Upto 5k
RM946,50,No,Travel_Rarely,Research & Development,28,Life Sciences,4,Female,Research Director,1,Married,16880,22422,4,Yes,11,3,2,25,2,3,3,2,1,46-55,15k+
RM1456,40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Research Scientist,3,Single,2809,2725,2,No,14,3,4,8,2,3,2,2,2,36-45,Upto 5k
RM231,52,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Laboratory Technician,4,Single,3212,3300,7,No,15,3,2,6,3,2,2,2,2,46-55,Upto 5k
RM780,51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,18,2,4,10,0,2,46-55,Upto 5k
RM007,59,No,Travel_Rarely,Research & Development,3,Medical,3,Female,Research Scientist,1,Married,2670,9964,4,Yes,20,4,1,12,3,2,1,0,0,55+,Upto 5k
RM588,52,No,Travel_Rarely,Research & Development,11,Life Sciences,4,Female,Laboratory Technician,3,Married,3149,21821,8,No,20,4,2,9,3,3,5,2,1,46-55,Upto 5k
RM1049,34,No,Travel_Rarely,Sales,3,Other,4,Male,Sales Executive,1,Single,4759,15891,3,No,18,3,4,15,2,3,13,9,3,26-35,Upto 5k
RM262,38,No,Non_Travel,Sales,2,Life Sciences,4,Male,Sales Executive,4,Married,5249,19682,3,No,18,3,4,13,0,3,8,7,7,36-45,5k-10k
RM246,31,No,Travel_Frequently,Research & Development,3,Medical,2,Male,Research Director,3,Divorced,13675,13523,9,No,12,3,1,9,3,3,2,2,2,26-35,10k-15k
RM072,29,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Research Scientist,2,Married,2703,4956,0,No,23,4,4,6,3,3,5,4,0,26-35,Upto 5k
RM1161,45,No,Travel_Rarely,Research & Development,2,Other,4,Female,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,10,3,3,10,7,3,36-45,5k-10k
RM138,39,No,Travel_Rarely,Sales,4,Life Sciences,4,Female,Sales Executive,3,Married,5902,14590,4,No,14,3,3,17,1,4,15,11,5,36-45,5k-10k
RM1172,40,Yes,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,10,3,1,4,2,0,36-45,Upto 5k
RM866,30,No,Travel_Rarely,Sales,29,Life Sciences,3,Male,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,8,3,3,4,3,0,26-35,Upto 5k
RM904,29,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,6,2,3,6,0,1,26-35,5k-10k
RM798,26,Yes,Travel_Rarely,Research & Development,21,Medical,1,Male,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,0,2,1,1,0,26-35,Upto 5k
RM357,42,No,Travel_Rarely,Research & Development,2,Other,1,Male,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,14,6,3,1,0,0,36-45,5k-10k
RM896,31,No,Travel_Rarely,Research & Development,11,Medical,3,Male,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,6,2,2,6,5,0,26-35,5k-10k
RM682,38,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,Research Director,1,Married,13582,16292,1,No,13,3,2,15,3,3,15,12,5,36-45,10k-15k
RM764,34,No,Travel_Rarely,Sales,10,Life Sciences,3,Female,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,2,3,1,1,0,26-35,Upto 5k
RM093,30,No,Travel_Rarely,Sales,4,Medical,3,Female,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,11,4,2,11,8,2,26-35,5k-10k
RM778,21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Female,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,1,6,2,1,0,1,18-25,Upto 5k
RM1290,38,No,Non_Travel,Human Resources,2,Human Resources,1,Male,Human Resources,2,Divorced,2592,7129,5,No,13,3,4,13,3,3,11,10,3,36-45,Upto 5k
RM1380,27,Yes,Travel_Frequently,Human Resources,22,Human Resources,1,Female,Human Resources,2,Married,2863,19555,1,No,12,3,1,1,2,3,1,0,0,26-35,Upto 5k
RM068,45,No,Travel_Rarely,Research & Development,7,Life Sciences,2,Male,Research Scientist,1,Divorced,9724,18787,2,No,17,3,3,25,2,3,1,0,0,36-45,5k-10k
RM168,30,No,Travel_Rarely,Sales,5,Life Sciences,2,Female,Sales Executive,4,Married,9419,8053,2,No,12,3,3,12,2,3,10,9,7,26-35,5k-10k
RM1095,40,No,Travel_Rarely,Sales,9,Medical,1,Male,Sales Executive,1,Married,5473,19345,0,No,12,3,4,9,5,4,8,4,7,36-45,5k-10k
RM621,35,No,Travel_Rarely,Research & Development,27,Medical,3,Female,Research Scientist,1,Single,2559,17852,1,No,11,3,4,6,3,2,6,5,1,26-35,Upto 5k
RM497,21,No,Travel_Rarely,Sales,22,Technical Degree,3,Male,Sales Representative,3,Single,3447,24444,1,No,11,3,3,3,2,3,3,2,1,18-25,Upto 5k
RM194,43,No,Non_Travel,Research & Development,7,Medical,4,Male,Research Scientist,4,Divorced,2089,5228,4,No,14,3,4,7,3,4,5,4,2,36-45,Upto 5k
RM014,34,No,Travel_Rarely,Research & Development,19,Medical,2,Male,Laboratory Technician,4,Divorced,2661,8758,0,No,11,3,3,3,2,3,2,2,1,26-35,Upto 5k
RM1135,35,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,5,2,1,0,0,26-35,Upto 5k
RM419,26,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Female,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,3,3,1,3,2,0,26-35,Upto 5k
RM1200,36,No,Travel_Rarely,Research & Development,26,Life Sciences,1,Male,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,10,2,2,3,2,0,36-45,5k-10k
RM1384,36,No,Non_Travel,Research & Development,9,Life Sciences,1,Male,Laboratory Technician,2,Married,2810,9238,1,No,22,4,2,5,3,3,5,4,0,36-45,Upto 5k
RM1118,34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,4,Married,5484,13008,9,No,17,3,2,9,3,2,2,2,2,26-35,5k-10k
RM097,24,No,Travel_Rarely,Sales,3,Other,1,Female,Sales Executive,3,Married,4999,17519,0,No,21,4,1,4,2,2,3,2,0,18-25,Upto 5k
RM117,34,No,Travel_Rarely,Research & Development,5,Medical,3,Female,Manager,1,Single,11631,5615,2,No,12,3,4,14,6,3,11,10,5,26-35,10k-15k
RM1368,27,No,Travel_Rarely,Research & Development,2,Technical Degree,2,Male,Research Scientist,2,Married,2226,6073,1,No,11,3,3,6,3,2,5,3,1,26-35,Upto 5k
RM737,48,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,27,3,3,15,11,4,46-55,10k-15k
RM135,26,No,Travel_Rarely,Human Resources,25,Life Sciences,3,Female,Human Resources,3,Married,2942,8916,1,No,23,4,4,8,3,3,8,7,5,26-35,Upto 5k
RM183,41,Yes,Travel_Rarely,Sales,20,Marketing,2,Female,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,4,5,2,4,3,0,36-45,Upto 5k
RM886,25,No,Travel_Rarely,Sales,10,Life Sciences,3,Male,Sales Executive,4,Single,4950,20623,0,No,14,3,2,5,4,3,4,3,1,18-25,Upto 5k
RM043,26,Yes,Travel_Rarely,Research & Development,25,Life Sciences,1,Male,Laboratory Technician,3,Single,2293,10558,1,No,12,3,3,1,2,2,1,0,0,26-35,Upto 5k
RM008,30,No,Travel_Rarely,Research & Development,24,Life Sciences,4,Male,Laboratory Technician,3,Divorced,2693,13335,1,No,22,4,2,1,2,3,1,0,0,26-35,Upto 5k
RM1050,30,No,Travel_Rarely,Sales,16,Life Sciences,4,Male,Sales Executive,3,Married,5301,2939,8,No,15,3,3,4,2,2,2,1,2,26-35,5k-10k
RM046,41,Yes,Travel_Rarely,Research & Development,12,Technical Degree,2,Female,Research Director,3,Married,19545,16280,1,No,12,3,4,23,0,3,22,15,15,36-45,15k+
RM871,35,No,Travel_Rarely,Sales,17,Life Sciences,3,Male,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,15,2,3,7,7,1,26-35,5k-10k
RM379,34,Yes,Non_Travel,Sales,19,Marketing,1,Male,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,9,3,2,5,2,0,26-35,5k-10k
RM514,20,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,1,5,3,1,0,1,18-25,Upto 5k
RM483,31,Yes,Travel_Rarely,Sales,13,Medical,2,Male,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,9,2,1,3,1,1,26-35,Upto 5k
RM781,28,Yes,Non_Travel,Research & Development,24,Technical Degree,2,Male,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,10,2,2,10,7,1,26-35,5k-10k
RM414,42,No,Travel_Frequently,Research & Development,28,Technical Degree,4,Female,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,7,4,4,6,5,0,36-45,Upto 5k
RM444,22,Yes,Travel_Frequently,Research & Development,4,Technical Degree,3,Male,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,4,3,3,2,2,1,18-25,Upto 5k
RM977,56,No,Travel_Rarely,Research & Development,23,Life Sciences,4,Male,Manufacturing Director,2,Married,13402,18235,4,Yes,12,3,1,33,0,3,19,16,15,55+,10k-15k
RM1233,35,No,Travel_Rarely,Research & Development,27,Life Sciences,4,Male,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,17,3,3,7,7,0,26-35,5k-10k
RM1123,29,No,Travel_Rarely,Research & Development,3,Medical,2,Male,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,10,3,3,10,9,1,26-35,Upto 5k
RM381,24,No,Travel_Rarely,Sales,10,Marketing,4,Female,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,5,2,4,5,2,0,18-25,Upto 5k
RM850,43,Yes,Travel_Rarely,Sales,9,Marketing,1,Female,Sales Executive,3,Single,5346,9489,8,No,13,3,2,7,2,2,4,3,1,36-45,5k-10k
RM286,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Scientist,4,Single,2115,15881,1,No,12,3,2,17,3,3,17,12,5,36-45,Upto 5k
RM994,25,No,Travel_Rarely,Sales,18,Life Sciences,1,Male,Sales Executive,3,Married,6232,12477,2,No,11,3,2,6,3,2,3,2,1,18-25,5k-10k
RM003,37,Yes,Travel_Rarely,Research & Development,2,Other,4,Male,Laboratory Technician,3,Single,2090,2396,6,Yes,15,3,2,7,3,3,0,0,0,36-45,Upto 5k
RM1395,32,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,Manufacturing Director,4,Single,9679,10138,8,No,24,4,2,8,1,3,1,0,0,26-35,5k-10k
RM1268,34,No,Non_Travel,Sales,10,Life Sciences,4,Male,Sales Executive,3,Divorced,4001,12313,1,Yes,14,3,3,15,3,3,15,14,0,26-35,Upto 5k
RM702,53,No,Travel_Rarely,Sales,2,Medical,3,Male,Manager,3,Married,14852,13938,6,No,13,3,3,22,3,4,17,13,15,46-55,10k-15k
RM790,44,Yes,Travel_Rarely,Human Resources,1,Medical,2,Male,Human Resources,1,Married,10482,2326,9,No,14,3,4,24,1,3,20,6,3,36-45,10k-15k
RM321,27,No,Travel_Rarely,Sales,2,Life Sciences,4,Male,Sales Executive,3,Single,4478,5242,1,Yes,11,3,1,5,3,3,5,4,0,26-35,Upto 5k
RM1018,27,No,Travel_Rarely,Research & Development,11,Life Sciences,2,Male,Laboratory Technician,1,Married,2099,7679,0,No,14,3,2,6,3,4,5,0,1,26-35,Upto 5k
RM1460,29,No,Travel_Rarely,Research & Development,13,Other,4,Male,Laboratory Technician,2,Married,4025,23679,4,Yes,13,3,1,10,2,3,4,3,0,26-35,Upto 5k
RM708,47,No,Travel_Frequently,Research & Development,16,Medical,3,Male,Manufacturing Director,3,Married,5067,6759,1,Yes,19,3,3,20,3,4,19,10,2,46-55,5k-10k
RM180,38,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Female,Laboratory Technician,4,Single,2288,6319,1,No,12,3,3,2,3,3,2,2,2,36-45,Upto 5k
RM394,34,No,Non_Travel,Sales,4,Marketing,3,Female,Sales Executive,3,Married,6538,12740,9,No,15,3,1,6,3,3,3,2,1,26-35,5k-10k
RM1434,25,No,Travel_Rarely,Sales,8,Other,1,Female,Sales Executive,3,Divorced,4907,13684,0,Yes,22,4,2,6,3,2,5,3,0,18-25,Upto 5k
RM655,39,No,Travel_Rarely,Human Resources,2,Life Sciences,4,Female,Human Resources,4,Married,5204,7790,8,No,11,3,3,13,2,3,5,4,0,36-45,5k-10k
RM1279,36,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,Healthcare Representative,1,Married,8321,25949,7,Yes,13,3,4,15,1,3,12,8,5,36-45,5k-10k
RM844,26,No,Travel_Rarely,Research & Development,3,Medical,1,Male,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,8,2,3,8,7,0,26-35,Upto 5k
RM269,45,No,Travel_Rarely,Research & Development,20,Medical,3,Male,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,21,2,3,20,7,4,36-45,10k-15k
RM1149,39,No,Travel_Rarely,Research & Development,10,Medical,2,Male,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,10,3,3,7,7,7,36-45,5k-10k
RM016,29,No,Travel_Rarely,Research & Development,21,Life Sciences,2,Female,Manufacturing Director,1,Divorced,9980,10195,1,No,11,3,3,10,1,3,10,9,8,26-35,5k-10k
RM723,38,No,Travel_Frequently,Research & Development,10,Medical,3,Male,Research Scientist,3,Married,2684,12127,0,No,17,3,2,3,0,2,2,1,0,36-45,Upto 5k
RM004,33,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,Research Scientist,3,Married,2909,23159,1,Yes,11,3,3,8,3,3,8,7,3,26-35,Upto 5k
RM1374,38,No,Travel_Frequently,Research & Development,8,Medical,4,Female,Research Scientist,2,Divorced,2133,18115,1,Yes,16,3,3,20,3,3,20,11,0,36-45,Upto 5k
RM1204,53,No,Travel_Rarely,Research & Development,24,Medical,2,Male,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,11,2,3,4,3,1,46-55,5k-10k
RM151,40,No,Travel_Frequently,Research & Development,26,Medical,2,Female,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,20,2,3,20,7,2,36-45,5k-10k
RM1425,35,No,Travel_Rarely,Research & Development,9,Medical,2,Male,Research Scientist,3,Single,5098,18698,1,No,19,3,2,10,5,3,10,7,0,26-35,5k-10k
RM1358,42,No,Travel_Rarely,Research & Development,6,Medical,3,Male,Research Director,1,Married,13348,14842,9,No,13,3,2,18,3,4,13,7,5,36-45,10k-15k
RM221,36,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,Laboratory Technician,2,Single,5914,9945,8,No,16,3,4,16,3,4,13,11,3,36-45,5k-10k
RM547,29,No,Travel_Rarely,Sales,10,Life Sciences,3,Male,Sales Representative,3,Single,2642,2755,1,No,11,3,3,1,6,3,1,0,0,26-35,Upto 5k
RM504,34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,4,Married,2691,7660,1,No,12,3,4,10,4,2,10,9,8,26-35,Upto 5k
RM418,40,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,Manager,3,Married,18041,13022,0,No,14,3,4,21,2,3,20,15,1,36-45,15k+
RM424,30,No,Non_Travel,Sales,22,Other,3,Female,Sales Executive,1,Married,8412,2890,0,No,11,3,3,10,3,3,9,8,7,26-35,5k-10k
RM1036,31,No,Travel_Rarely,Human Resources,8,Medical,4,Female,Human Resources,2,Single,2109,24609,9,No,18,3,4,8,3,3,3,2,0,26-35,Upto 5k
RM086,56,No,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Manufacturing Director,4,Single,7260,21698,4,No,11,3,1,37,3,2,6,4,0,55+,5k-10k
RM835,34,No,Travel_Rarely,Sales,9,Life Sciences,2,Female,Sales Executive,3,Married,5714,5829,1,No,20,4,1,6,3,2,6,5,1,26-35,5k-10k
RM420,30,No,Non_Travel,Research & Development,3,Life Sciences,3,Male,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,9,3,1,5,3,1,26-35,Upto 5k
RM239,32,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,Sales Representative,2,Married,3931,20990,2,No,11,3,1,6,5,3,4,3,1,26-35,Upto 5k
RM853,29,No,Travel_Rarely,Research & Development,6,Medical,2,Female,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,10,5,3,10,8,0,26-35,Upto 5k
RM862,46,No,Travel_Rarely,Sales,2,Marketing,3,Female,Manager,1,Married,17048,24097,8,No,23,4,1,28,2,3,26,15,15,46-55,15k+
RM1101,35,No,Travel_Rarely,Sales,28,Life Sciences,2,Female,Sales Representative,3,Married,2430,26204,0,No,23,4,1,6,5,3,5,3,4,26-35,Upto 5k
RM270,36,No,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,16,4,3,15,13,10,36-45,Upto 5k
RM1392,38,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Representative,1,Single,2858,11473,4,No,14,3,1,20,3,2,1,0,0,36-45,Upto 5k
RM698,29,No,Travel_Frequently,Sales,20,Technical Degree,3,Female,Sales Representative,4,Married,2157,18203,1,No,15,3,2,3,5,3,3,1,0,26-35,Upto 5k
RM1391,28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,3,Male,Laboratory Technician,4,Divorced,2367,18779,5,No,12,3,1,6,2,2,4,1,0,26-35,Upto 5k
RM972,51,No,Travel_Rarely,Research & Development,11,Technical Degree,4,Female,Manufacturing Director,2,Single,13142,24439,3,No,16,3,2,29,1,2,5,2,0,46-55,10k-15k
RM522,27,No,Travel_Frequently,Sales,3,Medical,4,Female,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,6,3,3,6,5,0,26-35,Upto 5k
RM243,41,No,Travel_Rarely,Research & Development,19,Life Sciences,3,Male,Research Scientist,1,Divorced,3072,19877,2,No,16,3,1,17,2,2,1,0,0,36-45,Upto 5k
RM1023,37,No,Non_Travel,Research & Development,5,Technical Degree,3,Male,Laboratory Technician,3,Single,3500,25470,0,No,14,3,1,7,2,1,6,5,1,36-45,Upto 5k
RM228,29,No,Travel_Frequently,Sales,1,Medical,2,Female,Sales Executive,4,Married,7918,6599,1,No,14,3,4,11,5,3,11,10,4,26-35,5k-10k
RM258,40,No,Travel_Rarely,Research & Development,2,Medical,1,Male,Research Director,3,Divorced,19436,5949,0,No,19,3,4,22,5,3,21,7,3,36-45,15k+
RM640,49,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,Research Scientist,1,Married,3580,10554,2,No,16,3,2,7,2,3,4,2,0,46-55,Upto 5k
RM106,59,No,Non_Travel,Human Resources,2,Human Resources,3,Female,Manager,4,Married,18844,21922,9,No,21,4,4,30,3,3,3,2,2,55+,15k+
RM496,27,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,5,3,3,4,3,0,26-35,Upto 5k
RM868,50,No,Travel_Frequently,Research & Development,2,Medical,4,Female,Manager,1,Married,17856,9490,2,No,22,4,3,32,3,3,2,2,2,46-55,15k+
RM1317,43,No,Travel_Frequently,Sales,2,Life Sciences,1,Male,Sales Executive,4,Married,5675,19246,1,No,20,4,3,7,5,3,7,7,7,36-45,5k-10k
RM1070,28,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Research Scientist,3,Divorced,1563,12530,1,No,14,3,4,1,2,1,1,0,0,26-35,Upto 5k
RM665,36,No,Travel_Rarely,Research & Development,14,Life Sciences,3,Male,Healthcare Representative,4,Married,6586,4821,0,Yes,17,3,1,17,2,2,16,8,4,36-45,5k-10k
RM147,30,No,Travel_Rarely,Research & Development,2,Medical,2,Male,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,6,3,3,5,3,1,26-35,Upto 5k
RM664,21,Yes,Travel_Rarely,Research & Development,18,Other,4,Female,Research Scientist,4,Single,2693,8870,1,No,19,3,1,1,3,2,1,0,0,18-25,Upto 5k
RM920,59,No,Travel_Rarely,Research & Development,18,Medical,4,Male,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,25,6,2,9,7,5,55+,10k-15k
RM241,39,No,Travel_Rarely,Research & Development,1,Medical,3,Female,Laboratory Technician,3,Divorced,2232,15417,7,No,14,3,3,7,1,3,3,2,1,36-45,Upto 5k
RM1312,18,No,Non_Travel,Research & Development,14,Medical,2,Female,Research Scientist,3,Single,1514,8018,1,No,16,3,3,0,4,1,0,0,0,18-25,Upto 5k
RM570,36,No,Non_Travel,Sales,8,Life Sciences,1,Male,Sales Executive,1,Single,7587,14229,1,No,15,3,2,10,1,3,10,7,0,36-45,5k-10k
RM052,28,Yes,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,Laboratory Technician,3,Single,3441,11179,1,Yes,13,3,3,2,3,2,2,2,2,26-35,Upto 5k
RM064,59,No,Travel_Rarely,Sales,25,Life Sciences,1,Female,Sales Executive,1,Single,7637,2354,7,No,11,3,4,28,3,2,21,16,7,55+,5k-10k
RM153,53,No,Travel_Rarely,Sales,6,Marketing,2,Male,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,13,3,1,7,7,4,46-55,Upto 5k
RM990,37,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Research Scientist,3,Married,2996,5182,7,Yes,15,3,4,8,2,3,6,4,1,36-45,Upto 5k
RM1088,34,No,Travel_Rarely,Sales,7,Technical Degree,2,Male,Sales Representative,3,Married,2308,4944,0,Yes,25,4,2,12,4,3,11,10,5,26-35,Upto 5k
RM1208,55,No,Travel_Rarely,Research & Development,22,Technical Degree,1,Male,Research Scientist,2,Married,3537,23737,5,No,12,3,4,8,1,3,4,2,1,46-55,Upto 5k
RM729,54,No,Travel_Rarely,Research & Development,17,Technical Degree,3,Female,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,22,2,3,10,7,0,46-55,10k-15k
RM525,34,No,Travel_Rarely,Research & Development,9,Medical,4,Female,Healthcare Representative,2,Single,8621,17654,1,No,14,3,2,9,3,4,8,7,7,26-35,5k-10k
RM1372,56,No,Travel_Rarely,Sales,11,Marketing,4,Female,Sales Executive,1,Married,5380,20328,4,No,16,3,3,6,3,3,0,0,0,55+,5k-10k
RM055,26,No,Travel_Rarely,Sales,23,Marketing,3,Female,Sales Executive,4,Married,4157,21436,7,Yes,19,3,3,5,2,2,2,2,0,26-35,Upto 5k
RM1401,38,No,Travel_Frequently,Human Resources,1,Other,4,Male,Human Resources,2,Married,2991,5224,0,Yes,11,3,2,7,2,3,6,2,1,36-45,Upto 5k
RM1034,31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,2,Single,7446,8931,1,No,11,3,1,10,2,3,10,8,4,26-35,5k-10k
RM1038,45,No,Travel_Rarely,Research & Development,29,Technical Degree,2,Male,Manufacturing Director,4,Married,9380,14720,4,Yes,18,3,4,10,4,4,3,1,1,36-45,5k-10k
RM751,44,No,Travel_Rarely,Sales,28,Medical,4,Female,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,23,2,3,12,11,11,36-45,10k-15k
RM415,24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,Female,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,6,4,3,5,3,1,18-25,Upto 5k
RM914,45,Yes,Travel_Rarely,Sales,2,Marketing,1,Female,Manager,2,Single,18824,2493,2,Yes,16,3,1,26,2,3,24,10,1,36-45,15k+
RM289,26,Yes,Travel_Rarely,Research & Development,16,Medical,1,Male,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,3,4,5,2,3,3,2,0,26-35,Upto 5k
RM870,46,No,Travel_Rarely,Research & Development,15,Life Sciences,4,Male,Research Director,2,Married,19081,10849,5,No,11,3,1,25,2,3,4,2,0,46-55,15k+
RM165,27,No,Non_Travel,Research & Development,3,Medical,3,Male,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,2,2,1,1,0,26-35,Upto 5k
RM820,28,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,2,Married,3201,19911,0,No,17,3,1,6,2,1,5,3,0,26-35,Upto 5k
RM166,50,No,Travel_Rarely,Research & Development,11,Life Sciences,3,Female,Manager,2,Single,19926,17053,3,No,15,3,2,21,5,3,5,4,4,46-55,15k+
RM666,47,No,Travel_Rarely,Sales,2,Life Sciences,4,Female,Sales Representative,4,Single,3294,13137,1,Yes,18,3,1,3,3,2,3,2,1,46-55,Upto 5k
RM111,51,No,Travel_Frequently,Research & Development,1,Medical,1,Female,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,23,1,2,13,12,12,46-55,5k-10k
RM1237,36,Yes,Travel_Rarely,Sales,13,Marketing,2,Male,Sales Executive,1,Divorced,6134,8658,5,Yes,13,3,2,16,3,3,2,2,2,36-45,5k-10k
RM855,45,No,Travel_Rarely,Research & Development,7,Medical,1,Female,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,7,2,2,3,2,0,36-45,Upto 5k
RM032,44,No,Travel_Rarely,Research & Development,10,Other,4,Male,Healthcare Representative,4,Married,6465,19121,2,Yes,13,3,4,9,5,4,4,2,1,36-45,5k-10k
RM1125,39,No,Travel_Rarely,Sales,6,Medical,4,Male,Sales Executive,3,Married,8237,4658,2,No,11,3,1,11,3,3,7,6,7,36-45,5k-10k
RM1002,37,No,Travel_Rarely,Research & Development,11,Medical,1,Female,Laboratory Technician,3,Single,3629,19106,4,No,18,3,1,8,6,3,3,2,0,36-45,Upto 5k
RM267,31,No,Travel_Rarely,Research & Development,23,Medical,2,Male,Healthcare Representative,4,Married,5582,14408,0,No,21,4,2,10,2,3,9,0,7,26-35,5k-10k
RM767,50,No,Travel_Rarely,Research & Development,2,Medical,2,Male,Research Director,3,Married,19237,12853,2,Yes,11,3,4,29,2,2,8,1,7,46-55,15k+
RM887,30,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,12,2,3,11,9,5,26-35,Upto 5k
